player,winner,time,species,event,player_0_Ability,player,species,event,player_1_Ability
0,0,8.52,T,997,56,1,Z,915,37
0,0,10.17,Z,1835,55,1,Z,1125,81
0,1,7.21,Z,768,34,1,Z,891,41
0,0,9.49,T,711,40,1,T,622,27
0,0,9.59,T,2029,107,1,T,1143,82
0,1,8.03,Z,889,53,1,Z,825,35
0,0,5.25,P,688,26,1,P,370,26
0,0,9.45,P,1613,87,1,T,2247,106
0,1,6.08,P,792,21,1,P,420,27
0,0,9.58,P,840,53,1,P,509,25
0,0,5.32,Z,1056,18,1,T,683,39
0,0,6.2,T,1293,74,1,P,1079,71
0,1,2.27,Z,113,9,1,T,166,11
0,0,9.59,T,2220,150,1,Z,923,46
0,0,9.41,Z,704,62,1,T,764,82
0,1,10.45,Z,749,57,1,Z,1930,84
0,1,9.59,Z,1020,63,1,T,1341,69
0,0,9.16,T,1227,98,1,Z,1103,64
0,0,7.03,T,930,54,1,Z,440,31
0,1,7.5,P,1208,56,1,T,1312,74
0,0,9.58,Z,498,52,1,T,466,22
0,0,8.5,Z,1280,52,1,P,1291,51
0,0,9.59,Z,756,50,1,T,1107,51
0,1,3.44,T,138,7,1,Z,312,11
0,0,9.58,T,1030,92,1,T,698,69
0,1,7.33,P,1073,41,1,T,1203,54
0,1,9.59,Z,1726,86,1,Z,1870,87
0,0,9.58,Z,1025,74,1,T,1451,83
0,0,9.59,T,1718,126,1,T,1535,87
0,0,9.59,Z,859,69,1,T,600,78
0,1,8.33,Z,757,45,1,T,1046,58
0,0,8.55,Z,1231,109,1,T,1229,91
0,0,9.59,T,1348,75,1,T,1404,86
0,1,10.37,Z,1185,63,1,T,1536,70
0,1,9.55,P,959,69,1,T,1758,101
0,1,4.2,Z,318,20,1,Z,360,21
0,1,1.46,T,45,6,1,P,188,10
0,0,3.56,Z,458,17,1,Z,330,17
0,1,3.28,Z,256,11,1,Z,248,14
0,1,7.14,T,597,22,1,T,254,34
0,0,7.04,T,824,61,1,T,741,34
0,1,4.02,P,573,17,1,Z,277,23
0,0,9.59,P,612,50,1,Z,1102,43
0,1,9.59,P,1164,68,1,P,1274,62
0,1,5.12,P,413,14,1,P,719,17
0,0,5.02,Z,1403,19,1,P,546,19
0,0,9.59,Z,801,69,1,T,703,42
0,1,6.21,Z,796,40,1,Z,677,41
0,1,6.47,Z,818,37,1,T,813,55
0,0,9.59,T,1284,70,1,P,968,57
0,1,3.24,T,217,15,1,Z,320,10
0,1,8.13,Z,1202,54,1,T,1112,136
0,0,9.58,Z,984,57,1,T,1188,91
0,1,8.52,T,1157,70,1,Z,1252,54
0,0,9.22,P,1209,68,1,Z,1144,73
0,1,3.19,Z,414,14,1,Z,167,12
0,1,5.19,Z,898,35,1,P,925,35
0,0,8.17,P,624,41,1,T,906,62
0,1,7.1,P,445,38,1,Z,946,34
0,1,4.32,P,459,26,1,T,707,40
0,0,10.57,Z,1026,80,1,T,1277,109
0,1,9.59,T,1154,57,1,P,876,38
0,1,8.29,T,1580,93,1,T,1142,103
0,1,9.37,Z,884,64,1,P,1093,77
0,0,7.39,P,656,40,1,P,476,27
0,0,9.59,Z,1180,55,1,Z,1131,87
0,0,9.59,P,1044,75,1,Z,1606,63
0,1,9.59,Z,1547,44,1,Z,481,49
0,0,9.58,T,1204,108,1,P,1286,82
0,0,5.25,T,1025,64,1,Z,738,23
0,0,7.25,Z,902,38,1,Z,827,47
0,0,7.55,T,1607,73,1,P,1247,62
0,0,5.22,Z,476,28,1,P,698,28
0,0,9.02,T,859,56,1,T,1313,61
0,1,9.59,Z,1695,82,1,Z,1395,86
0,1,8.31,P,872,30,1,P,1058,53
0,1,6.46,P,594,49,1,P,847,56
0,1,5.46,Z,896,37,1,Z,941,34
0,1,3.45,Z,444,15,1,Z,173,15
0,1,9.58,T,780,46,1,T,592,47
0,0,7.56,Z,1237,85,1,T,1149,83
0,1,1.5,P,130,5,1,P,149,4
0,0,9.58,Z,1024,57,1,T,1023,78
0,0,9.59,Z,908,47,1,P,871,55
0,0,4.07,T,1016,39,1,T,653,23
0,0,5.31,P,1210,32,1,Z,544,28
0,1,6.14,T,800,51,1,T,549,37
0,0,5.18,P,437,11,1,P,506,26
0,1,9.59,Z,1528,77,1,Z,1732,99
0,1,5.22,T,415,27,1,P,521,24
0,0,4.53,P,140,12,1,P,303,21
0,1,7.46,T,1390,90,1,Z,1044,79
0,0,9.01,T,1059,113,1,Z,1138,70
0,0,6.36,Z,594,36,1,T,394,21
0,1,9.3,T,833,76,1,Z,1555,59
0,1,9.59,T,610,50,1,T,765,45
0,0,9.59,Z,948,53,1,P,783,38
0,0,9.58,P,993,57,1,P,986,47
0,0,9.59,T,1239,57,1,Z,1352,36
0,0,9.58,Z,1033,61,1,T,992,120
0,1,6.25,T,548,40,1,T,359,38
0,0,9.58,T,1048,63,1,T,838,50
0,1,10.05,Z,2001,114,1,Z,2157,94
0,0,1.09,P,55,3,1,P,95,4
0,1,10.15,T,943,58,1,Z,1160,63
0,0,4.12,T,882,25,1,P,397,18
0,0,9.59,P,1647,50,1,P,1123,50
0,0,9.5,T,1376,103,1,Z,1293,42
0,1,8.13,T,502,53,1,Z,408,37
0,1,7.13,P,654,36,1,T,1122,49
0,0,5.39,T,408,13,1,P,502,21
0,1,5.11,Z,716,27,1,P,378,23
0,0,10.54,Z,1274,55,1,P,722,53
0,0,10.11,Z,693,63,1,Z,1164,59
0,0,6.27,Z,1248,33,1,Z,900,56
0,1,6.51,P,989,50,1,T,675,37
0,1,9.59,T,1191,47,1,T,901,82
0,0,8.05,Z,524,40,1,T,337,34
0,0,5.59,T,621,30,1,T,504,39
0,0,5.28,Z,480,33,1,Z,463,28
0,0,2.14,T,330,9,1,Z,200,6
0,1,6.28,T,515,39,1,P,358,34
0,0,7.03,P,792,50,1,Z,944,43
0,1,8.17,Z,1318,58,1,T,750,81
0,0,7.07,P,1425,71,1,Z,911,36
0,1,9.58,T,419,22,1,P,771,56
0,0,8.34,T,656,56,1,P,987,38
0,1,4.28,T,584,26,1,T,762,50
0,1,10.08,T,887,38,1,P,821,53
0,0,3.4,P,690,20,1,T,702,25
0,0,9.59,P,1027,72,1,T,1107,77
0,0,4.3,Z,665,23,1,Z,226,19
0,1,8.18,Z,580,31,1,P,1130,79
0,1,7.5,Z,1246,37,1,Z,800,47
0,0,3.08,T,231,18,1,T,346,10
0,0,9.26,Z,1167,59,1,Z,1138,58
0,1,9.59,T,1311,67,1,Z,1002,61
0,0,9.23,Z,955,60,1,Z,1211,43
0,1,7.55,T,721,33,1,P,711,34
0,1,9.59,T,1720,61,1,Z,1037,67
0,0,6.54,T,1610,63,1,Z,773,47
0,1,8.39,Z,1482,84,1,T,1093,110
0,0,2.39,T,330,6,1,T,744,13
0,0,3.37,T,236,15,1,P,293,12
0,0,6.51,P,705,31,1,P,540,43
0,1,8.08,P,770,51,1,T,1154,56
0,1,9.58,T,1022,82,1,P,1735,72
0,1,9.59,Z,1316,65,1,T,1186,84
0,1,10.38,Z,1659,60,1,T,840,62
0,1,7.2,T,853,49,1,P,748,39
0,0,7.13,Z,808,40,1,P,795,34
0,1,9.59,T,1141,57,1,Z,627,44
0,1,5.28,Z,472,26,1,Z,671,33
0,0,9.59,Z,1124,57,1,T,1218,76
0,1,6.55,Z,1095,47,1,Z,896,43
0,1,9.55,Z,773,73,1,P,1542,72
0,1,9.59,P,1186,52,1,Z,1451,58
0,0,6.06,Z,719,34,1,Z,758,32
0,0,9.58,P,790,54,1,Z,873,66
0,1,4.24,T,344,15,1,Z,500,21
0,1,5.44,Z,394,28,1,Z,327,21
0,1,6.56,Z,761,33,1,P,813,41
0,1,5.04,Z,1001,35,1,P,931,33
0,1,3.31,P,156,14,1,Z,328,17
0,1,9.59,T,960,78,1,T,1080,67
0,1,9.59,Z,1554,94,1,T,773,55
0,1,3.15,T,256,11,1,T,478,11
0,1,10.03,Z,992,61,1,T,1082,85
0,0,9.58,T,1891,106,1,T,1113,89
0,0,4.1,T,466,17,1,P,407,17
0,0,9.57,T,912,59,1,T,1316,72
0,0,9.43,Z,1433,66,1,P,976,46
0,0,7.17,T,723,52,1,T,703,48
0,1,9.59,Z,799,46,1,T,925,53
0,1,9.56,P,1103,54,1,T,2061,75
0,1,7.26,P,834,62,1,T,1081,88
0,0,7.41,T,822,77,1,Z,629,50
0,1,4.42,P,414,23,1,T,608,23
0,0,9.59,T,1026,52,1,Z,465,53
0,1,6.38,P,552,25,1,T,882,38
0,1,6.42,T,880,60,1,T,906,53
0,1,6.53,T,985,64,1,P,976,53
0,0,9.59,Z,1082,45,1,P,1292,55
0,0,10.06,Z,1804,88,1,T,734,98
0,1,2.37,P,233,12,1,T,346,12
0,0,10.21,Z,1536,76,1,Z,730,67
0,0,5.54,T,700,26,1,P,167,14
0,0,5.41,P,567,33,1,Z,497,28
0,0,10.05,P,1112,50,1,T,1198,53
0,1,6.36,P,992,46,1,T,1087,55
0,1,6.5,P,960,30,1,P,559,42
0,1,2.3,Z,349,8,1,P,156,7
0,0,9.59,T,1145,74,1,Z,1624,89
0,1,10.2,P,514,58,1,T,1346,87
0,0,3.25,Z,381,12,1,T,370,13
0,0,8.56,T,875,62,1,P,1078,53
0,1,9.58,T,858,52,1,Z,1210,78
0,1,5.48,Z,434,30,1,T,336,32
0,0,9.16,Z,1366,66,1,P,754,48
0,0,8.58,Z,1184,56,1,P,792,57
0,0,9.59,Z,1026,62,1,P,1241,30
0,0,4.54,Z,625,28,1,T,528,31
0,0,8.38,T,484,53,1,P,659,36
0,0,9.59,T,1678,111,1,Z,1644,135
0,0,3.54,Z,702,17,1,Z,570,19
0,1,9.29,Z,762,40,1,T,813,50
0,0,7.59,Z,1765,65,1,Z,1065,66
0,0,5.02,Z,404,23,1,P,590,28
0,1,8.55,P,894,49,1,T,746,51
0,0,2.32,Z,239,8,1,T,114,10
0,1,4.47,Z,373,19,1,Z,390,29
0,0,8.23,Z,663,49,1,T,904,34
0,0,9.06,Z,677,41,1,T,655,61
0,0,9.59,T,1602,75,1,T,1300,85
0,0,6.34,T,695,46,1,P,699,35
0,1,6.03,Z,605,51,1,P,801,50
0,1,7.48,Z,580,39,1,P,748,45
0,0,9.49,T,2093,111,1,Z,1188,76
0,1,6.16,T,669,33,1,P,484,29
0,0,9.56,T,1161,64,1,P,910,36
0,0,8.53,T,1122,86,1,Z,965,54
0,0,9.59,T,1591,102,1,Z,1282,77
0,1,10.19,Z,1412,81,1,P,1390,92
0,0,9.58,T,1344,94,1,Z,1555,77
0,1,9.59,P,1218,67,1,Z,1099,73
0,0,5.43,P,755,33,1,Z,535,36
0,0,7.13,T,879,81,1,Z,577,50
0,1,6.22,P,894,43,1,P,565,39
0,0,10.15,P,700,50,1,Z,1225,54
0,0,4.4,Z,431,17,1,P,419,21
0,1,7.04,P,690,27,1,Z,576,30
0,1,9.59,P,1205,57,1,P,964,51
0,0,5.26,T,607,42,1,P,245,22
0,1,2.04,T,93,7,1,P,266,10
0,0,5.21,Z,876,33,1,T,599,26
0,1,9.58,Z,991,42,1,T,1019,79
0,1,8.1,P,1119,40,1,P,1512,67
0,1,10.14,P,604,37,1,T,285,17
0,0,9.59,Z,1423,83,1,T,1483,102
0,0,10.12,Z,791,39,1,P,664,50
0,1,9.02,T,913,56,1,T,698,41
0,0,5.07,T,239,25,1,Z,349,24
0,0,5.48,T,597,43,1,P,717,44
0,1,8.16,T,1123,56,1,Z,899,61
0,1,4.58,T,295,24,1,T,320,38
0,0,5.26,P,223,22,1,Z,389,21
0,1,9.59,Z,1717,84,1,P,1327,83
0,0,9.59,P,1030,52,1,Z,876,63
0,0,4.22,T,470,24,1,P,384,27
0,1,9.59,Z,720,58,1,T,1556,89
0,1,9.59,Z,1643,61,1,Z,1321,80
0,1,2.35,T,474,11,1,T,609,11
0,1,10.26,T,985,84,1,T,1688,94
0,1,4.29,Z,411,19,1,P,549,17
0,1,9.59,P,1655,103,1,P,1928,99
0,1,3.21,T,303,18,1,Z,190,11
0,0,9.59,Z,704,60,1,T,869,85
0,0,6.59,T,1004,61,1,P,919,54
0,1,7.47,Z,887,42,1,T,316,44
0,0,5.5,P,535,27,1,T,813,41
0,1,9.24,Z,963,50,1,P,886,39
0,1,5.3,P,723,35,1,T,544,33
0,1,9.58,T,1107,47,1,P,748,49
0,1,10.52,Z,1601,89,1,P,965,94
0,1,5.35,T,564,19,1,P,325,22
0,0,7.37,Z,1372,43,1,P,909,46
0,1,7.39,P,796,48,1,Z,1162,57
0,1,9.59,T,886,58,1,T,1425,93
0,0,8.18,T,1573,67,1,T,1086,63
0,1,7.31,Z,819,38,1,T,825,59
0,0,7.26,P,848,36,1,Z,625,34
0,0,3.53,Z,261,18,1,T,348,26
0,1,5.37,Z,556,24,1,Z,480,29
0,0,6.23,T,321,25,1,Z,531,21
0,1,2.09,Z,370,9,1,Z,195,5
0,1,4.21,T,270,26,1,P,960,20
0,1,9.46,T,949,42,1,T,1134,70
0,0,2.51,P,497,8,1,P,156,11
0,1,4.55,Z,241,20,1,P,419,20
0,0,9.15,T,1017,60,1,Z,911,41
0,0,10.55,T,1806,95,1,T,1510,93
0,1,10.2,Z,1506,67,1,T,1360,127
0,1,9.59,Z,1500,63,1,T,793,100
0,1,3.15,Z,585,14,1,Z,480,11
0,0,4.56,T,860,36,1,T,817,29
0,1,5.53,P,831,40,1,P,942,32
0,0,10.05,Z,1037,67,1,T,1376,82
0,0,5.33,Z,674,27,1,Z,941,26
0,1,9.48,T,889,74,1,Z,1032,64
0,0,9.59,P,1201,84,1,T,1361,145
0,1,8.18,P,683,41,1,P,1460,60
0,0,4.39,Z,550,32,1,Z,912,27
0,1,6.03,T,572,36,1,P,375,33
0,0,6.52,Z,921,49,1,P,1103,48
0,0,9.57,P,683,52,1,P,884,50
0,0,9.59,T,1709,106,1,P,1999,136
0,1,6.13,P,390,22,1,P,254,23
0,1,9.29,Z,1689,59,1,P,1511,72
0,0,7.44,Z,1093,58,1,T,1031,54
0,1,7.52,T,600,38,1,T,898,45
0,0,9.58,Z,1014,108,1,T,1327,102
0,1,6.5,P,595,23,1,P,898,24
0,1,9.59,Z,996,61,1,P,1677,68
0,1,7.5,Z,852,55,1,P,1039,59
0,0,6.31,Z,565,34,1,T,576,34
0,1,9.59,Z,1335,77,1,T,1415,76
0,0,8.23,Z,1575,55,1,P,993,59
0,0,5.14,Z,567,30,1,P,710,29
0,1,5.38,Z,441,20,1,P,1057,32
0,1,9.59,Z,1541,70,1,T,1288,78
0,1,9.58,Z,1268,64,1,T,919,71
0,0,9.58,T,837,55,1,T,1366,44
0,0,9.59,T,2142,70,1,P,1107,74
0,0,7.46,T,810,70,1,P,1561,55
0,1,7.32,T,1152,78,1,Z,1068,43
0,0,9.59,T,967,79,1,Z,1115,81
0,1,9.0,Z,1642,76,1,Z,1489,68
0,0,9.53,T,957,68,1,T,1087,69
0,0,9.59,Z,1065,56,1,Z,786,32
0,1,10.35,P,881,68,1,T,2251,144
0,0,10.17,T,2342,124,1,T,1061,81
0,0,1.45,Z,50,5,1,Z,198,6
0,0,9.4,Z,845,74,1,Z,1242,60
0,1,9.59,T,1066,62,1,Z,863,48
0,1,5.22,P,952,32,1,T,663,52
0,0,6.22,T,1034,67,1,Z,1058,44
0,1,9.59,T,906,44,1,T,916,53
0,0,9.07,Z,1089,45,1,P,436,28
0,0,9.59,T,1768,150,1,Z,1665,101
0,0,6.36,P,450,16,1,P,461,20
0,0,3.47,Z,336,18,1,T,429,26
0,0,8.56,T,1237,73,1,T,1730,93
0,0,9.53,T,905,56,1,Z,927,41
0,0,9.59,T,1733,108,1,T,2145,91
0,1,9.14,Z,661,41,1,Z,1061,53
0,1,9.29,P,1303,110,1,T,1197,72
0,1,7.21,T,596,40,1,P,1168,66
0,1,9.59,T,1612,101,1,P,1187,54
0,1,3.49,P,282,9,1,Z,396,16
0,0,9.58,P,756,88,1,P,1112,59
0,1,1.31,T,236,11,1,Z,147,8
0,0,1.51,T,167,6,1,P,209,15
0,1,6.58,P,791,25,1,Z,553,29
0,1,6.57,T,716,25,1,T,420,39
0,1,6.53,Z,884,30,1,P,652,42
0,1,9.59,P,1096,39,1,Z,1131,52
0,0,3.2,T,378,27,1,T,667,15
0,1,9.29,T,1114,74,1,Z,1379,78
0,1,4.38,T,442,21,1,Z,427,31
0,0,9.58,Z,686,48,1,T,1291,48
0,0,6.42,T,1366,74,1,T,1218,64
0,0,8.3,T,1022,56,1,Z,829,48
0,1,4.54,Z,666,25,1,Z,410,19
0,1,7.03,Z,698,44,1,Z,492,40
0,0,4.52,T,436,19,1,Z,327,25
0,0,9.59,Z,510,31,1,P,576,36
0,1,10.58,T,1353,77,1,T,1269,106
0,1,9.55,P,1489,96,1,T,1644,116
0,0,5.07,Z,454,23,1,P,990,23
0,1,9.06,Z,1086,52,1,Z,1151,76
0,1,8.35,T,759,37,1,P,803,54
0,1,6.11,Z,897,47,1,Z,656,32
0,1,9.58,T,954,53,1,T,675,40
0,0,9.38,T,1394,67,1,Z,1127,53
0,0,9.59,T,1307,83,1,T,1175,71
0,1,5.57,P,471,22,1,T,614,33
0,0,5.57,T,562,38,1,T,808,38
0,1,9.58,T,626,56,1,T,1371,67
0,0,10.16,P,758,80,1,T,1432,55
0,0,5.57,Z,850,30,1,T,964,45
0,1,9.33,Z,1028,92,1,Z,1415,80
0,0,10.33,P,924,39,1,T,1439,89
0,1,3.52,P,471,18,1,Z,530,12
0,1,9.59,Z,1023,54,1,Z,1116,75
0,0,10.48,T,1523,85,1,Z,1080,48
0,1,4.25,P,288,14,1,P,234,15
0,0,5.04,Z,513,24,1,Z,698,33
0,1,2.5,T,365,12,1,Z,205,11
0,1,9.58,P,1038,43,1,T,1173,47
0,0,9.59,T,505,59,1,Z,907,49
0,0,10.24,T,763,53,1,Z,1583,69
